source_video,output_image,relative_image,frame_index,time_seconds,source_fps,width,height,blur_score
smoke_dataset\data\raw_videos\7.mp4,smoke_dataset\data\frames_horizon\7\7_f000240_t000008.01s.jpg,7\7_f000240_t000008.01s.jpg,240,8.01,29.970,1920,486,465.35
smoke_dataset\data\raw_videos\7.mp4,smoke_dataset\data\frames_horizon\7\7_f000270_t000009.01s.jpg,7\7_f000270_t000009.01s.jpg,270,9.01,29.970,1920,486,469.08
smoke_dataset\data\raw_videos\7.mp4,smoke_dataset\data\frames_horizon\7\7_f000300_t000010.01s.jpg,7\7_f000300_t000010.01s.jpg,300,10.01,29.970,1920,486,490.68
smoke_dataset\data\raw_videos\7.mp4,smoke_dataset\data\frames_horizon\7\7_f000330_t000011.01s.jpg,7\7_f000330_t000011.01s.jpg,330,11.01,29.970,1920,486,497.11
smoke_dataset\data\raw_videos\7.mp4,smoke_dataset\data\frames_horizon\7\7_f000360_t000012.01s.jpg,7\7_f000360_t000012.01s.jpg,360,12.01,29.970,1920,486,652.70
smoke_dataset\data\raw_videos\7.mp4,smoke_dataset\data\frames_horizon\7\7_f000420_t000014.01s.jpg,7\7_f000420_t000014.01s.jpg,420,14.01,29.970,1920,486,513.31
smoke_dataset\data\raw_videos\7.mp4,smoke_dataset\data\frames_horizon\7\7_f000450_t000015.02s.jpg,7\7_f000450_t000015.02s.jpg,450,15.02,29.970,1920,486,524.76
smoke_dataset\data\raw_videos\7.mp4,smoke_dataset\data\frames_horizon\7\7_f000510_t000017.02s.jpg,7\7_f000510_t000017.02s.jpg,510,17.02,29.970,1920,486,424.75
smoke_dataset\data\raw_videos\8.mp4,smoke_dataset\data\frames_horizon\8\8_f000000_t000000.00s.jpg,8\8_f000000_t000000.00s.jpg,0,0.00,29.970,1920,486,1124.42
smoke_dataset\data\raw_videos\8.mp4,smoke_dataset\data\frames_horizon\8\8_f000030_t000001.00s.jpg,8\8_f000030_t000001.00s.jpg,30,1.00,29.970,1920,486,1060.98
smoke_dataset\data\raw_videos\8.mp4,smoke_dataset\data\frames_horizon\8\8_f000060_t000002.00s.jpg,8\8_f000060_t000002.00s.jpg,60,2.00,29.970,1920,486,1018.34
smoke_dataset\data\raw_videos\8.mp4,smoke_dataset\data\frames_horizon\8\8_f000090_t000003.00s.jpg,8\8_f000090_t000003.00s.jpg,90,3.00,29.970,1920,486,2211.96
smoke_dataset\data\raw_videos\8.mp4,smoke_dataset\data\frames_horizon\8\8_f000120_t000004.00s.jpg,8\8_f000120_t000004.00s.jpg,120,4.00,29.970,1920,486,3214.13
smoke_dataset\data\raw_videos\8.mp4,smoke_dataset\data\frames_horizon\8\8_f000150_t000005.00s.jpg,8\8_f000150_t000005.00s.jpg,150,5.00,29.970,1920,486,2206.09
smoke_dataset\data\raw_videos\8.mp4,smoke_dataset\data\frames_horizon\8\8_f000180_t000006.01s.jpg,8\8_f000180_t000006.01s.jpg,180,6.01,29.970,1920,486,2226.95
smoke_dataset\data\raw_videos\8.mp4,smoke_dataset\data\frames_horizon\8\8_f000210_t000007.01s.jpg,8\8_f000210_t000007.01s.jpg,210,7.01,29.970,1920,486,855.60
smoke_dataset\data\raw_videos\8.mp4,smoke_dataset\data\frames_horizon\8\8_f000240_t000008.01s.jpg,8\8_f000240_t000008.01s.jpg,240,8.01,29.970,1920,486,2022.37
smoke_dataset\data\raw_videos\8.mp4,smoke_dataset\data\frames_horizon\8\8_f000270_t000009.01s.jpg,8\8_f000270_t000009.01s.jpg,270,9.01,29.970,1920,486,1502.38
smoke_dataset\data\raw_videos\8.mp4,smoke_dataset\data\frames_horizon\8\8_f000300_t000010.01s.jpg,8\8_f000300_t000010.01s.jpg,300,10.01,29.970,1920,486,1588.12
smoke_dataset\data\raw_videos\8.mp4,smoke_dataset\data\frames_horizon\8\8_f000330_t000011.01s.jpg,8\8_f000330_t000011.01s.jpg,330,11.01,29.970,1920,486,1230.61
smoke_dataset\data\raw_videos\8.mp4,smoke_dataset\data\frames_horizon\8\8_f000360_t000012.01s.jpg,8\8_f000360_t000012.01s.jpg,360,12.01,29.970,1920,486,1202.98
smoke_dataset\data\raw_videos\8.mp4,smoke_dataset\data\frames_horizon\8\8_f000420_t000014.01s.jpg,8\8_f000420_t000014.01s.jpg,420,14.01,29.970,1920,486,1326.86
smoke_dataset\data\raw_videos\9.mp4,smoke_dataset\data\frames_horizon\9\9_f000000_t000000.00s.jpg,9\9_f000000_t000000.00s.jpg,0,0.00,29.970,1920,486,264.05
smoke_dataset\data\raw_videos\9.mp4,smoke_dataset\data\frames_horizon\9\9_f000030_t000001.00s.jpg,9\9_f000030_t000001.00s.jpg,30,1.00,29.970,1920,486,369.52
smoke_dataset\data\raw_videos\9.mp4,smoke_dataset\data\frames_horizon\9\9_f000060_t000002.00s.jpg,9\9_f000060_t000002.00s.jpg,60,2.00,29.970,1920,486,285.06
smoke_dataset\data\raw_videos\9.mp4,smoke_dataset\data\frames_horizon\9\9_f000120_t000004.00s.jpg,9\9_f000120_t000004.00s.jpg,120,4.00,29.970,1920,486,359.82
smoke_dataset\data\raw_videos\9.mp4,smoke_dataset\data\frames_horizon\9\9_f000150_t000005.00s.jpg,9\9_f000150_t000005.00s.jpg,150,5.00,29.970,1920,486,234.41
smoke_dataset\data\raw_videos\9.mp4,smoke_dataset\data\frames_horizon\9\9_f000390_t000013.01s.jpg,9\9_f000390_t000013.01s.jpg,390,13.01,29.970,1920,486,342.66
